      0: board.processor.cores.core.branchPred: index mask: 0x1ff
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [100:13f] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [100:13f] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [100:13f] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [100:13f] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [140:17f] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [140:17f] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [140:17f] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [140:17f] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [180:1bf] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [180:1bf] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [180:1bf] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [180:1bf] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1c0:1ff] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1c0:1ff] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1c0:1ff] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1c0:1ff] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [200:23f] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [200:23f] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [200:23f] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [200:23f] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [240:27f] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [240:27f] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [240:27f] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [240:27f] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [280:2bf] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [280:2bf] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [280:2bf] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [280:2bf] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [2c0:2ff] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [2c0:2ff] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [2c0:2ff] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [2c0:2ff] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [300:321] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [300:321] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [300:321] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [300:321] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fef:1ffe] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fef:1ffe] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fef:1ffe] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fef:1ffe] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fd6:1fd6] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fd6:1fd6] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fd6:1fd6] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fd6:1fd6] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fd7:1fd7] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fd7:1fd7] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fd7:1fd7] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fd7:1fd7] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fd8:1fd8] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fd8:1fd8] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fd8:1fd8] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fd8:1fd8] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fd9:1fd9] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fd9:1fd9] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fd9:1fd9] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fd9:1fd9] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fda:1fda] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fda:1fda] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fda:1fda] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fda:1fda] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fdb:1fdb] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fdb:1fdb] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fdb:1fdb] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fdb:1fdb] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fdc:1fdc] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fdc:1fdc] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fdc:1fdc] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fdc:1fdc] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fdd:1fdd] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fdd:1fdd] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fdd:1fdd] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fdd:1fdd] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fde:1fde] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fde:1fde] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fde:1fde] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fde:1fde] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fdf:1fdf] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fdf:1fdf] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fdf:1fdf] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fdf:1fdf] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fe0:1fe0] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fe0:1fe0] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fe0:1fe0] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fe0:1fe0] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fe1:1fe1] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fe1:1fe1] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fe1:1fe1] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fe1:1fe1] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fe2:1fe2] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fe2:1fe2] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fe2:1fe2] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fe2:1fe2] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fe3:1fe3] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fe3:1fe3] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fe3:1fe3] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fe3:1fe3] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fe4:1fe4] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fe4:1fe4] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fe4:1fe4] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fe4:1fe4] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fe5:1fe5] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fe5:1fe5] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fe5:1fe5] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fe5:1fe5] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fe6:1fe6] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fe6:1fe6] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fe6:1fe6] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fe6:1fe6] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fe7:1fe7] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fe7:1fe7] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fe7:1fe7] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fe7:1fe7] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fe8:1fe8] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fe8:1fe8] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fe8:1fe8] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fe8:1fe8] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fe9:1fe9] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fe9:1fe9] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fe9:1fe9] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fe9:1fe9] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fea:1fea] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fea:1fea] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fea:1fea] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fea:1fea] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1feb:1feb] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1feb:1feb] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1feb:1feb] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1feb:1feb] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fec:1fec] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fec:1fec] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fec:1fec] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fec:1fec] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fed:1fed] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fed:1fed] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fed:1fed] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fed:1fed] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fee:1fee] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fee:1fee] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fee:1fee] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fee:1fee] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1f30:1f37] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1f30:1f37] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1f30:1f37] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1f30:1f37] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1f38:1f3f] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1f38:1f3f] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1f38:1f3f] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1f38:1f3f] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1f40:1f47] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1f40:1f47] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1f40:1f47] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1f40:1f47] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1f48:1f4f] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1f48:1f4f] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1f48:1f4f] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1f48:1f4f] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1f50:1f57] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1f50:1f57] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1f50:1f57] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1f50:1f57] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1f58:1f5f] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1f58:1f5f] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1f58:1f5f] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1f58:1f5f] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1f60:1f67] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1f60:1f67] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1f60:1f67] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1f60:1f67] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1f68:1f6f] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1f68:1f6f] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1f68:1f6f] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1f68:1f6f] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1f70:1f77] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1f70:1f77] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1f70:1f77] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1f70:1f77] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1f78:1f7f] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1f78:1f7f] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1f78:1f7f] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1f78:1f7f] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1f80:1f87] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1f80:1f87] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1f80:1f87] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1f80:1f87] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1f88:1f8f] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1f88:1f8f] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1f88:1f8f] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1f88:1f8f] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1f90:1f97] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1f90:1f97] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1f90:1f97] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1f90:1f97] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1f98:1f9f] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1f98:1f9f] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1f98:1f9f] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1f98:1f9f] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fa0:1fa7] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fa0:1fa7] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fa0:1fa7] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fa0:1fa7] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fa8:1faf] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fa8:1faf] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fa8:1faf] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fa8:1faf] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fb0:1fb7] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fb0:1fb7] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fb0:1fb7] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fb0:1fb7] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fb8:1fbf] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fb8:1fbf] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fb8:1fbf] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fb8:1fbf] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fc0:1fc7] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fc0:1fc7] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fc0:1fc7] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fc0:1fc7] 
      0: board.cache_hierarchy.l1dcaches: functionalAccess: WriteReq [1fc8:1fcf] 
      0: board.cache_hierarchy.l1icaches: functionalAccess: WriteReq [1fc8:1fcf] 
      0: board.cache_hierarchy.iptw_caches: functionalAccess: WriteReq [1fc8:1fcf] 
      0: board.cache_hierarchy.dptw_caches: functionalAccess: WriteReq [1fc8:1fcf] 
      0: board.processor.cores.core: MinorCPU startup
      0: board.processor.cores.core.fetch1: [tid:0]: Changing stream wakeup (0x100b0=>0x100b4).(0=>1)
  10000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
  10000: board.processor.cores.core.execute: No interrupt controller
  10000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
  10000: board.processor.cores.core.fetch2: Scheduled Thread: -1
  10000: board.processor.cores.core.fetch1: Fetching from thread 0
  10000: board.processor.cores.core.fetch1: Inserting fetch into the fetch queue 0/1.1/1 addr: 0x100b0 pc: 65712 line_offset: 0 request_size: 4
  10000: board.processor.cores.core.fetch1: Submitting ITLB request
  10000: board.processor.cores.core.fetch1: Got ITLB response
  10000: board.cache_hierarchy.l1icaches: access for ReadReq [b0:b3] IF miss
  10000: board.cache_hierarchy.l1icaches.mshr_queue: Allocating new MSHR. Number in use will be 1/4
  10000: board.cache_hierarchy.l1icaches.mshr_queue.entry.targets: New target allocated: ReadReq [b0:b3] IF
  10000: board.cache_hierarchy.l1icaches.mem_side_port: Scheduling send event at 20000
  10000: board.processor.cores.core.fetch1: Issued fetch request to memory: 0/1.1/1
  10000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=1 lines=-
  10000: global: MinorTrace: lines=
  10000: global: MinorTrace: lines=0/1.1/1
  10000: global: MinorTrace: lines=-,-
  10000: global: MinorTrace: prediction=-,-
  10000: global: MinorTrace: inputIndex=0 havePC=0 predictionSeqNum=1 insts=-
  10000: global: MinorTrace: lines=R,,
  10000: global: MinorTrace: insts=-,-
  10000: global: MinorTrace: insts=-
  10000: global: MinorTrace: insts=,,,
  10000: global: MinorTrace: insts=-,-
  10000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
  10000: global: MinorTrace: addr=,,,
  10000: global: MinorTrace: addr=,,,,,,,
  10000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
  10000: global: MinorTrace: insts=,,,,,,,
  10000: global: MinorTrace: busy=
  10000: global: MinorTrace: insts=- inputIndex=0 streamSeqNum=1 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
  10000: global: MinorTrace: insts=-
  10000: global: MinorTrace: insts=-,-,-,-
  10000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
  10000: global: MinorTrace: insts=-,-,-
  10000: global: MinorTrace: insts=-,-,-,-
  10000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
  10000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
  10000: global: MinorTrace: insts=-,-
  10000: global: MinorTrace: insts=-,-
  10000: global: MinorTrace: insts=-,-
  10000: global: MinorTrace: insts=-,-,-,-
  10000: global: MinorTrace: insts=-,-,-,-,-,-
  10000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
  10000: global: MinorTrace: insts=-
  10000: global: MinorTrace: insts=-,-
  10000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
  10000: global: MinorTrace: insts=-
  10000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  10000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  10000: global: MinorTrace: branch=-,-
  10000: global: MinorTrace: activity=2 stages=1,1,E,E,E
  20000: board.cache_hierarchy.l1icaches: sendMSHRQueuePacket: MSHR ReadReq [b0:b3] IF
  20000: board.cache_hierarchy.l1icaches: createMissPacket: created ReadCleanReq [80:bf] IF from ReadReq [b0:b3] IF
  20000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
  20000: board.processor.cores.core.execute: No interrupt controller
  20000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
  20000: board.processor.cores.core.fetch2: Scheduled Thread: -1
  20000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=1 lines=-
  20000: global: MinorTrace: lines=
  20000: global: MinorTrace: lines=0/1.1/1
  20000: global: MinorTrace: lines=-,-
  20000: global: MinorTrace: prediction=-,-
  20000: global: MinorTrace: inputIndex=0 havePC=0 predictionSeqNum=1 insts=-
  20000: global: MinorTrace: lines=R,,
  20000: global: MinorTrace: insts=-,-
  20000: global: MinorTrace: insts=-
  20000: global: MinorTrace: insts=,,,
  20000: global: MinorTrace: insts=-,-
  20000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
  20000: global: MinorTrace: addr=,,,
  20000: global: MinorTrace: addr=,,,,,,,
  20000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
  20000: global: MinorTrace: insts=,,,,,,,
  20000: global: MinorTrace: busy=
